Identifier,Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date,Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,TileServer,Slug,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child,Is Part Of,Thumbnail
fc86990e9be343e5a5428ed0efb1a4a1,BT_NHDArea,BT_NHDArea,"The National Hydrography Dataset (NHD) is a feature-based database that interconnects and uniquely identifies the stream segments or reaches that make up the nation's surface water drainage system. NHD data was originally developed at 1:100,000-scale and exists at that scale for the whole country. This high-resolution NHD, generally developed at 1:24,000/1:12,000 scale, adds detail to the original 1:100,000-scale NHD. (Data for Alaska, Puerto Rico and the Virgin Islands was developed at high-resolution, not 1:100,000 scale.) Local resolution NHD is being developed where partners and data exist. The NHD contains reach codes for networked features, flow direction, names, and centerline representations for areal water bodies. Reaches are also defined on waterbodies and the approximate shorelines of the Great Lakes, the Atlantic and Pacific Oceans and the Gulf of Mexico. The NHD also incorporates the National Spatial Data Infrastructure framework criteria established by the Federal Geographic Data Committee.",[],jlc4_CSUrams8,Colorado State University,,oceans,,1586360333000,,,,2020,,"-105.6065129320839,40.3479958268853,-105.12514880577294,40.43326886022644",Feature Service,,Feature Service,https://opendata.arcgis.com/datasets/fc86990e9be343e5a5428ed0efb1a4a1,https://opendata.arcgis.com/datasets/fc86990e9be343e5a5428ed0efb1a4a1_0.zip,,https://services1.arcgis.com/KNdRU5cN6ENqCTjk/arcgis/rest/services/BT_NHDArea/FeatureServer/0,,,,Colorado State University,,,,,,None. Acknowledgment of the originating agencies would be appreciated in products derived from these data.,public,,,,thumbnail/thumbnail.png
ca8ec80621ee4669829881e50971d651,TM_Municipality_RG,TM_Municipality_RG,"Tamaulipas municipalities within the Rio Grande River Basin. The set of localities is 49379 of which 4546 are urban and 44833 rural. These digital representations correspond to the closing of the Intercensal Survey 2015, and locality contains boundaries and keys of the Basic Geostatistics Area (AGEB), block polygons and surrounding polygon(s) of the corresponding locality; Also contains street names, cultural and natural features (water bodies), main access roads to the locality and the location of the main services (church, school, medical assistance, municipal palace or help desk, market, cemetery and plaza or garden ). All elements contain attributes (geostatistical keys, update date, name of the geographical element, among others). The identification of the localities is conformed by a key of 9 digits of which the 2 first correspond to the state, the 3 following to the municipality and the 4 remaining to the locality.",[],nwrs_ryan,Colorado State University,,boundaries,,1590178468000,,,,2020,,"-99.92641827999996,25.041955030000057,-97.14422359999996,27.679126220000057",Feature Service,,Feature Service,https://opendata.arcgis.com/datasets/ca8ec80621ee4669829881e50971d651,https://opendata.arcgis.com/datasets/ca8ec80621ee4669829881e50971d651_0.zip,,https://services1.arcgis.com/KNdRU5cN6ENqCTjk/arcgis/rest/services/TM_Municipality_RG/FeatureServer/0,,,,Colorado State University,,,,,,INEGI is not responsible for the use you give the data,public,,,,thumbnail/thumbnail1590178511358.png
e4b5552d99094f339ed1698f78a92801,FWS_RG,FWS_RG,"United States Fish and Wildlife Service lands within the Rio Grande River Basin.The USGS Protected Areas Database of the United States (PAD-US) is the nation's inventory of protected areas, including public open space and voluntarily provided, private protected areas, identified as an A-16 National Geospatial Data Asset in the Cadastral Theme (http://www.fgdc.gov/ngda-reports/NGDA_Datasets.html). PAD-US is an ongoing project with several published versions of a spatial database of areas dedicated to the preservation of biological diversity, and other natural, recreational or cultural uses, managed for these purposes through legal or other effective means. The geodatabase maps and describes public open space and other protected areas. Most areas are public lands owned in fee; however, long-term easements, leases, and agreements or administrative designations documented in agency management plans may be included. The PAD-US database strives to be a complete ""best available"" inventory of protected areas (lands and waters) including data provided by managing agencies and organizations. The dataset is built in collaboration with several partners and data providers (http://gapanalysis.usgs.gov/padus/stewards/). See Supplemental Information Section of this metadata record for more information on partnerships and links to major partner organizations. As this dataset is a compilation of many data sets; data completeness, accuracy, and scale may vary. Federal and state data are generally complete, while local government and private protected area coverage is about 50% complete, and depends on data management capacity in the state. For completeness estimates by state: http://www.protectedlands.net/partners. As the federal and state data are reasonably complete; focus is shifting to completing the inventory of local gov and voluntarily provided, private protected areas. The PAD-US geodatabase contains over twenty-five attributes and four feature classes to support data management, queries, web mapping services and analyses: Marine Protected Areas (MPA), Fee, Easements and Combined. The data contained in the MPA Feature class are provided directly by the National Oceanic and Atmospheric Administration (NOAA) Marine Protected Areas Center (MPA, http://marineprotectedareas.noaa.gov ) tracking the National Marine Protected Areas System. The Easements feature class contains data provided directly from the National Conservation Easement Database (NCED, http://conservationeasement.us ) The MPA and Easement feature classes contain some attributes unique to the sole source databases tracking them (e.g. Easement Holder Name from NCED, Protection Level from NOAA MPA Inventory). The ""Combined"" feature class integrates all fee, easement and MPA features as the best available national inventory of protected areas in the standard PAD-US framework. In addition to geographic boundaries, PAD-US describes the protection mechanism category (e.g. fee, easement, designation, other), owner and managing agency, designation type, unit name, area, public access and state name in a suite of standardized fields. An informative set of references (i.e. Aggregator Source, GIS Source, GIS Source Date) and ""local"" or source data fields provide a transparent link between standardized PAD-US fields and information from authoritative data sources. The areas in PAD-US are also assigned conservation measures that assess management intent to permanently protect biological diversity: the nationally relevant ""GAP Status Code"" and global ""IUCN Category"" standard. A wealth of attributes facilitates a wide variety of data analyses and creates a context for data to be used at local, regional, state, national and international scales. More information about specific updates and changes to this PAD-US version can be found in the Data Quality Information section of this metadata record as well as on the PAD-US website, http://gapanalysis.usgs.gov/padus/data/history/.) Due to the completeness and complexity of these data, it is highly recommended to review the Supplemental Information Section of the metadata record as well as the Data Use Constraints, to better understand data partnerships as well as see tips and ideas of appropriate uses of the data and how to parse out the data that you are looking for. For more information regarding the PAD-US dataset please visit, http://gapanalysis.usgs.gov/padus/. To find more data resources as well as view example analysis performed using PAD-US data visit, http://gapanalysis.usgs.gov/padus/resources/. The PAD-US dataset and data standard are compiled and maintained by the USGS Gap Analysis Program, http://gapanalysis.usgs.gov/ . For more information about data standards and how the data are aggregated please review the ""Standards and Methods Manual for PAD-US,"" http://gapanalysis.usgs.gov/padus/data/standards/ .",[],nwrs_ryan,Colorado State University,,boundaries,,1590117700000,,,,2020,,"-107.0898458528104,25.8381238258126,-97.1453847863014,37.988100017762235",Feature Service,,Feature Service,https://opendata.arcgis.com/datasets/e4b5552d99094f339ed1698f78a92801,https://opendata.arcgis.com/datasets/e4b5552d99094f339ed1698f78a92801_0.zip,,https://services1.arcgis.com/KNdRU5cN6ENqCTjk/arcgis/rest/services/FWS_RG/FeatureServer/0,,,,Colorado State University,,,,,,"It is strongly recommended that these data are directly acquired from the U.S. Geological Survey Gap Analysis Program website and server (http://gapanalysis.usgs.gov/padus/data/ ), and not indirectly through other sources which may have changed the data in some way. It is also strongly recommended that careful attention be paid to the contents of the metadata file associated with these data (http://gapanalysis.usgs.gov/padus/data/metadata/ ). The U.S. Geological Survey and all contributing data partners and aggregators shall not be held liable for improper or incorrect use of the data described and/or contained herein. All information is created with a specific end use or uses in mind. This is especially true for GIS data, which is expensive to produce and must be directed to meet the immediate program needs. However, these data were created with the expectation that they would be used for other applications; therefore, we list below both appropriate and inappropriate uses. This list is in no way exhaustive but should serve as a guide to assess whether a proposed use can or cannot be supported by these data. For many uses, it is unlikely that PAD-US will provide the only data needed, and for uses with a regulatory outcome, field surveys should verify the result. In the end, it will be the responsibility of each data user to determine if these data can answer the question being asked, and if they are the best tool to answer that question. Contact the PAD-US Coordinator for guidance. While it is impossible to predict all the uses of these data we have listed several possible appropriate and inappropriate uses from GAP's perspective. Use constraints: Appropriate uses of the data: primarily as a coarse map for a large area such as the nation, a region or state (completeness in counties varies) or to provide context for finer-level maps. A general list of possible applications includes: -National, regional or statewide biodiversity planning, research, management, or policy making -National, Regional or state habitat conservation planning, research, management, or policy making -Outdoor recreation planning, research, management or policy making -Public health planning, research, management or policy making -County comprehensive planning -Large-area resource management planning -Coarse-filter evaluation of potential impacts or benefits of major projects or plan initiatives on biodiversity, such as utility or transportation corridors, wilderness proposals, habitat connectivity proposals, climate change adaption proposals, regional open space and recreation proposals, etc. -Determining relative amounts of management responsibility for specific biological resources among land stewards to facilitate cooperative management and planning. -Basic research on regional distributions of plants and animals and to help target both specific species and geographic areas for needed research. -Environmental impact assessment for large projects or military activities. -Estimation of potential economic impacts from loss of biological resource-based activities. -Education at all levels and for both students and citizens. Inappropriate Uses: It is far easier to identify appropriate uses than inappropriate ones, however, there is a ""fuzzy line"" that is eventually crossed when the differences in resolution of the data, size of geographic area being analyzed, and precision of the answer required for the question are no longer compatible. Examples include: -Using the data to map small areas (less than thousands of hectares), typically requiring mapping resolution at 1:24,000 scale and using aerial photographs or ground surveys in areas where data are incomplete. -Combining these data with other data finer than 1:100,000 scale to produce new hybrid maps or answer queries. -Generating specific areal measurements from the data finer than the nearest thousand hectares -Establishing exact boundaries for regulation or acquisition. -Establishing definite occurrence or non-occurrence of any feature for an exact geographic area -Determining abundance, health, or condition of any feature. -Establishing a measure of accuracy of any other data by comparison with GAP data. -Altering the data in any way and redistributing them as a GAP data product. -Using the data without acquiring and reviewing the metadata.",public,,,,thumbnail/thumbnail1590117752880.png
5fddc48810534819b246b42d1e5aa7cc,BT_NHDWaterbody,BT_NHDWaterbody,"The National Hydrography Dataset (NHD) is a feature-based database that interconnects and uniquely identifies the stream segments or reaches that make up the nation's surface water drainage system. NHD data was originally developed at 1:100,000-scale and exists at that scale for the whole country. This high-resolution NHD, generally developed at 1:24,000/1:12,000 scale, adds detail to the original 1:100,000-scale NHD. (Data for Alaska, Puerto Rico and the Virgin Islands was developed at high-resolution, not 1:100,000 scale.) Local resolution NHD is being developed where partners and data exist. The NHD contains reach codes for networked features, flow direction, names, and centerline representations for areal water bodies. Reaches are also defined on waterbodies and the approximate shorelines of the Great Lakes, the Atlantic and Pacific Oceans and the Gulf of Mexico. The NHD also incorporates the National Spatial Data Infrastructure framework criteria established by the Federal Geographic Data Committee.",[],jlc4_CSUrams8,Colorado State University,,oceans,,1586360289000,,,,2020,,"-105.7894123989575,40.2307756536165,-104.76598077380525,40.62108514024375",Feature Service,,Feature Service,https://opendata.arcgis.com/datasets/5fddc48810534819b246b42d1e5aa7cc,https://opendata.arcgis.com/datasets/5fddc48810534819b246b42d1e5aa7cc_0.zip,,https://services1.arcgis.com/KNdRU5cN6ENqCTjk/arcgis/rest/services/BT_NHDWaterbody/FeatureServer/0,,,,Colorado State University,,,,,,None. Acknowledgment of the originating agencies would be appreciated in products derived from these data.,public,,,,thumbnail/thumbnail.png
6ec6812f94794c5383686de67fe9d604,MX_Protected_Areas_RG,MX_Protected_Areas_RG,Mexico Protected Areas within the Rio Grande River Basin. Proporcionar datos espaciales de las Áreas Naturales Protegidas Federales de la República Mexicana. Datos espaciales de las Áreas Naturales Protegidas Federales de la República Mexicana construidos en apego a los decretos de creación publicados en el Diario Oficial de la Federación. Manejo de datos espaciales con herramientas de los sistemas de información geográfica de la Comisión Nacional de las Áreas Naturales Protegidas.,[],nwrs_ryan,Colorado State University,,,,1590118655000,,,,2020,,"-108.09572083399992,23.335807337000062,-97.14436192099998,31.387376194000183",Feature Service,,Feature Service,https://opendata.arcgis.com/datasets/6ec6812f94794c5383686de67fe9d604,https://opendata.arcgis.com/datasets/6ec6812f94794c5383686de67fe9d604_0.zip,,https://services1.arcgis.com/KNdRU5cN6ENqCTjk/arcgis/rest/services/MX_Protected_Areas_RG/FeatureServer/0,,,,Colorado State University,,,,,,"No existe restricción alguna para el uso de la información, sin embargo su uso es responsabilidad de quien la utilice y deberá citarse la fuente.",public,,,,thumbnail/thumbnail1590118712835.png
504675d4a9664c89a43514c7ebba1684,DG_Municipality_RG,DG_Municipality_RG,"Durango municipality within the Rio Grande River Basin. The set of localities is 49379 of which 4546 are urban and 44833 rural. These digital representations correspond to the closing of the Intercensal Survey 2015, and locality contains boundaries and keys of the Basic Geostatistics Area (AGEB), block polygons and surrounding polygon(s) of the corresponding locality; Also contains street names, cultural and natural features (water bodies), main access roads to the locality and the location of the main services (church, school, medical assistance, municipal palace or help desk, market, cemetery and plaza or garden ). All elements contain attributes (geostatistical keys, update date, name of the geographical element, among others). The identification of the localities is conformed by a key of 9 digits of which the 2 first correspond to the state, the 3 following to the municipality and the 4 remaining to the locality.",[],nwrs_ryan,Colorado State University,,boundaries,,1590178839000,,,,2020,,"-106.56012977999995,25.16114249000003,-104.42872962999996,26.84487591000004",Feature Service,,Feature Service,https://opendata.arcgis.com/datasets/504675d4a9664c89a43514c7ebba1684,https://opendata.arcgis.com/datasets/504675d4a9664c89a43514c7ebba1684_0.zip,,https://services1.arcgis.com/KNdRU5cN6ENqCTjk/arcgis/rest/services/DG_Municipality_RG/FeatureServer/0,,,,Colorado State University,,,,,,INEGI is not responsible for the use you give the data,public,,,,thumbnail/thumbnail1590179397057.png
2b3b9fa7e8fb4d20bdc0ec0b4fac583e,COA_Municipality_RG,COA_Municipality_RG,"Coahuila municipalities within the Rio Grande River Basin. The set of localities is 49379 of which 4546 are urban and 44833 rural. These digital representations correspond to the closing of the Intercensal Survey 2015, and locality contains boundaries and keys of the Basic Geostatistics Area (AGEB), block polygons and surrounding polygon(s) of the corresponding locality; Also contains street names, cultural and natural features (water bodies), main access roads to the locality and the location of the main services (church, school, medical assistance, municipal palace or help desk, market, cemetery and plaza or garden ). All elements contain attributes (geostatistical keys, update date, name of the geographical element, among others). The identification of the localities is conformed by a key of 9 digits of which the 2 first correspond to the state, the 3 following to the municipality and the 4 remaining to the locality.",[],nwrs_ryan,Colorado State University,,boundaries,,1590178997000,,,,2020,,"-103.96000191999995,24.542684060000056,-99.84311979999995,29.88002429000005",Feature Service,,Feature Service,https://opendata.arcgis.com/datasets/2b3b9fa7e8fb4d20bdc0ec0b4fac583e,https://opendata.arcgis.com/datasets/2b3b9fa7e8fb4d20bdc0ec0b4fac583e_0.zip,,https://services1.arcgis.com/KNdRU5cN6ENqCTjk/arcgis/rest/services/COA_Municipality_RG/FeatureServer/0,,,,Colorado State University,,,,,,INEGI is not responsible for the use you give the data,public,,,,thumbnail/thumbnail1590179343890.png
7da53bdf32d54bb69023c5b63b90143d,Trails Arapaho Roosevelt,Trails_Arapaho_Roosevelt,"FSTopo_Transport_LN contains transportation features ranging from Trails to Highways. This feature class was derived from the Cartographic Feature File (CFF). The source for this feature class is local, county, and state data as well as the Infra database, which is the USFS authoritative database for manmade features.Within the FSTopo database, features are represented as lines, points, or polygons, with descriptive subtype attribute codes attached to describe the cartographic symbology characteristics of features. Annotation features are represented as stand-alone map text collected relative to the scale of the topographic quadrangle. The FSTopo database was originally populated with Cartographic Feature File (CFF) data which was digitized from either the Primary Base Series (PBS) quadrangles or U.S. Geological Survey (USGS) topographic map series quadrangles. Over time, the legacy CFF data is being replaced (at least partially) with data from nationally standardized sources. Data completeness reflects the content of the original source graphic, digital correction guide information, stereoscopic source, monoscopic source, supplemented with cadastral source information. Forests and Quadrangles may have undergone revision at varying dates. The update revision uses a variety of sources, including Digital Orthophoto Quad (DOQ) imagery, NAIP imagery, cadastral information, other vector data sources, and field-prepared correction guides in hardcopy or digital format.",[],benjamin.markle_CSUrams,Colorado State University,,imageryBaseMapsEarthCover,,1612985625000,,,,2021,,"-106.37725480211805,39.521891129066574,-105.1573230266055,41.011588913211696",Feature Service,,Feature Service,https://opendata.arcgis.com/datasets/7da53bdf32d54bb69023c5b63b90143d,https://opendata.arcgis.com/datasets/7da53bdf32d54bb69023c5b63b90143d_0.zip,,https://services1.arcgis.com/KNdRU5cN6ENqCTjk/arcgis/rest/services/Trails_Arapaho_Roosevelt/FeatureServer/0,,,,Colorado State University,,,,,,"The USDA Forest Service makes no warranty, expressed or implied, including the warranties of merchantability and fitness for a particular purpose, nor assumes any legal liability or responsibility for the accuracy, reliability, completeness or utility of these geospatial data, or for the improper or incorrect use of these geospatial data. These geospatial data and related maps or graphics are not legal documents and are not intended to be used as such. The data and maps may not be used to determine title, ownership, legal descriptions or boundaries, legal jurisdiction, or restrictions that may be in place on either public or private land. Natural hazards may or may not be depicted on the data and maps, and users should exercise due caution. The data are dynamic and may change over time. The user is responsible to verify the limitations of the geospatial data and to use the data accordingly.",public,,,,thumbnail/thumbnail.png
9fd5d856be1a4129ad556b9d6cbc4076,Cameron Peak Fire Soil Burn Severity,CameronPeak_BurnSeverity,"Soil burn severity raster data for Colorado's Cameron Peak Fire, from BAER Imagery support programhttps://fsapps.nwcg.gov/baer/baer-imagery-support-data-downloadAcquired from BAER Nov. 30th, 2020Clipped to Cameron Peak Fire Perimeter and uploaded to ArcGIS Online Dec 10th, 2020.Cell values:1: Very low or UnburnedLittle to burn expected in these areas. Canopy and ground litter completely intact. Little to no vegetative mortality expected2: LowThe ground surface, including any exposed mineral soil may appear lightly charred, and the canopy and understory vegetation will appear ""green.""3: ModerateUp to 80 percent of the pre-fire ground cover (litter and ground fuels) may be consumed but generally not all of it. There may be potential for recruitment of effective ground cover from scorched needles or leaves remaining in the canopy that will soon fall to the ground. Soil structure is generally unchanged.4: HighAll or nearly all of the pre-fire ground cover and surface organic matter (litter, duff, and fine roots) is generally consumed, and charring may be visible on larger roots. Soil is often gray, orange or reddish at the ground surface where large fuels were concentrated and consumed.",[],e.tulanow,Colorado State University,,biota,,1607620244000,,,,2020,,"-105.90798028354,40.4579715619117,-105.198131849718,40.781866312992",Map Service,,Map Service,https://opendata.arcgis.com/datasets/9fd5d856be1a4129ad556b9d6cbc4076,https://opendata.arcgis.com/datasets/9fd5d856be1a4129ad556b9d6cbc4076_0.zip,,,,https://tiles.arcgis.com/tiles/KNdRU5cN6ENqCTjk/arcgis/rest/services/CameronPeak_BurnSeverity/MapServer,,Colorado State University,,,,,,,public,,,,thumbnail/thumbnail.png
da02452c3d8e4d5f9edea79395e3fd67,Roads_NM_RG,Roads_NM_RG,"New Mexico roads within the Rio Grande River Basin. The TIGER/Line shapefiles and related database files (.dbf) are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Database (MTDB). The MTDB represents a seamless national file with no overlaps or gaps between parts, however, each TIGER/Line shapefile is designed to stand alone as an independent data set, or they can be combined to cover the entire nation.Primary roads are generally divided, limited-access highways within the interstate highway system or under State management, and are distinguished by the presence of interchanges. These highways are accessible by ramps and may include some toll highways. The MAF/TIGER Feature Classification Code (MTFCC) is S1100 for primary roads. Secondary roads are main arteries, usually in the U.S. Highway, State Highway, and/or County Highway system. These roads have one or more lanes of traffic in each direction, may or may not be divided, and usually have at-grade intersections with many other roads and driveways. They usually have both a local name and a route number. The MAF/TIGER Feature Classification Code (MTFCC) is S1200 for secondary roads. ",[],nwrs_ryan,Colorado State University,,transportation,,1590006942000,,,,2020,,"-108.69499755799995,31.333354976000063,-103.064513004,36.995526994000045",Feature Service,,Feature Service,https://opendata.arcgis.com/datasets/da02452c3d8e4d5f9edea79395e3fd67,https://opendata.arcgis.com/datasets/da02452c3d8e4d5f9edea79395e3fd67_0.zip,,https://services1.arcgis.com/KNdRU5cN6ENqCTjk/arcgis/rest/services/Roads_NM_RG/FeatureServer/0,,,,Colorado State University,,,,,,,public,,,,thumbnail/thumbnail1590007020611.png
b337b4ff875d4160ace0004cb929eca9,WBDHU6_RG,WBDHU6_RG,"The Watershed Boundary Dataset (WBD) for the Rio Grande River Basin, Hydrological Units 6.The Watershed Boundary Dataset (WBD) is a comprehensive aggregated collection of hydrologic unit data consistent with the national criteria for delineation and resolution. It defines the areal extent of surface water drainage to a point except in coastal or lake front areas where there could be multiple outlets as stated by the ""Federal Standards and Procedures for the National Watershed Boundary Dataset (WBD)"" ""Standard"" (http://pubs.usgs.gov/tm/11/a3/). Watershed boundaries are determined solely upon science-based hydrologic principles, not favoring any administrative boundaries or special projects, nor particular program or agency. This dataset represents the hydrologic unit boundaries to the 12-digit (6th level) for the entire United States. Some areas may also include additional subdivisions representing the 14- and 16-digit hydrologic unit (HU). At a minimum, the HUs are delineated at 1:24,000-scale in the conterminous United States, 1:25,000-scale in Hawaii, Pacific basin and the Caribbean, and 1:63,360-scale in Alaska, meeting the National Map Accuracy Standards (NMAS). Higher resolution boundaries are being developed where partners and data exist and will be incorporated back into the WBD. WBD data are delivered as a dataset of polygons and corresponding lines that define the boundary of the polygon. WBD polygon attributes include hydrologic unit codes (HUC), size (in the form of acres and square kilometers), name, downstream hydrologic unit code, type of watershed, non-contributing areas, and flow modifications. The HUC describes where the unit is in the country and the level of the unit. WBD line attributes contain the highest level of hydrologic unit for each boundary, line source information and flow modifications.",[],nwrs_ryan,Colorado State University,,boundaries,,1590003665000,,,,2020,,"-109.02341555299996,24.839491037000073,-97.08857608699998,38.458170249000034",Feature Service,,Feature Service,https://opendata.arcgis.com/datasets/b337b4ff875d4160ace0004cb929eca9,https://opendata.arcgis.com/datasets/b337b4ff875d4160ace0004cb929eca9_0.zip,,https://services1.arcgis.com/KNdRU5cN6ENqCTjk/arcgis/rest/services/WBDHU6_RG/FeatureServer/0,,,,Colorado State University,,,,,,"The distributor shall not be held liable for improper or incorrect use of this data, based on the description of appropriate/inappropriate uses described in this metadata document. It is strongly recommended that this data is directly acquired from the distributor and not indirectly through other sources which may have changed the data in some way. These data should not be used at scales greater than 1:24,000 for the purpose of identifying hydrographic watershed boundary feature locations in the United States. The Watershed Boundary Dataset is public information and may be interpreted by all organizations, agencies, units of government, or others based on needs; however, they are responsible for the appropriate application of the data. Photographic or digital enlargement of these maps to scales greater than that at which they were originally delineated can result in misrepresentation of the data. If enlarged, the maps will not include the fine detail that would be appropriate for mapping at the small scale. Digital data files are periodically updated and users are responsible for obtaining the latest version of the data from the source distributor. Acknowledgment of the origination agencies would be appreciated in products derived from these data.",public,,,,thumbnail/thumbnail.png
