STATEFP|PLACEFP|NAME|NAMELSAD
47|38800|Karns|Karns CDP
47|40560|Lake Tansi|Lake Tansi CDP
47|40732|Lakewood Park|Lakewood Park CDP
47|41240|Lavinia|Lavinia CDP
47|41780|Lenox|Lenox CDP
47|41800|Leoma|Leoma CDP
47|43420|Lone Oak|Lone Oak CDP
47|44200|Luray|Luray CDP
47|44360|Lyles|Lyles CDP
47|44700|McDonald|McDonald CDP
47|46400|Mascot|Mascot CDP
47|46680|Mayland|Mayland CDP
47|48120|Mercer|Mercer CDP
47|48360|Middle Valley|Middle Valley CDP
47|48460|Midtown|Midtown CDP
47|49420|Miston|Miston CDP
47|49940|Mooresburg|Mooresburg CDP
47|50200|Morris Chapel|Morris Chapel CDP
47|51402|Mowbray Mountain|Mowbray Mountain CDP
47|52520|New Deal|New Deal CDP
47|53240|New Union|New Union CDP
47|53400|Nixon|Nixon CDP
47|53520|Norene|Norene CDP
47|54640|Oak Grove|Oak Grove CDP
47|54700|Oak Grove|Oak Grove CDP
47|55280|Ocoee|Ocoee CDP
47|55820|Olivet|Olivet CDP
47|55900|Ooltewah|Ooltewah CDP
47|55980|Orebank|Orebank CDP
47|56580|Palmersville|Palmersville CDP
47|56800|Park City|Park City CDP
47|57500|Pelham|Pelham CDP
47|57780|Petros|Petros CDP
47|58240|Pine Crest|Pine Crest CDP
47|58780|Pinson|Pinson CDP
47|59640|Pocahontas|Pocahontas CDP
47|60480|Powell|Powell CDP
47|60800|Prospect|Prospect CDP
47|61560|Randolph|Randolph CDP
47|61635|Rarity Bay|Rarity Bay CDP
47|62580|Riceville|Riceville CDP
47|63840|Roan Mountain|Roan Mountain CDP
47|63920|Robbins|Robbins CDP
47|64400|Rockvale|Rockvale CDP
47|65642|Rural Hill|Rural Hill CDP
47|65740|Russellville|Russellville CDP
47|66220|Sale Creek|Sale Creek CDP
47|66960|Sequatchie|Sequatchie CDP
47|67140|Sewanee|Sewanee CDP
47|67200|Seymour|Seymour CDP
47|67230|Shackle Island|Shackle Island CDP
47|67920|Sherwood|Sherwood CDP
47|68040|Shiloh|Shiloh CDP
47|69740|South Cleveland|South Cleveland CDP
47|70680|Spurgeon|Spurgeon CDP
47|70900|Statesville|Statesville CDP
47|71500|Strawberry Plains|Strawberry Plains CDP
47|71800|Sullivan Gardens|Sullivan Gardens CDP
47|72040|Summertown|Summertown CDP
47|72780|Taft|Taft CDP
47|73220|Telford|Telford CDP
47|73270|Tellico Village|Tellico Village CDP
47|75300|Tuckers Crossroads|Tuckers Crossroads CDP
47|76180|Unionville|Unionville CDP
47|76660|Valley Forge|Valley Forge CDP
47|77700|Walland|Walland CDP
47|77760|Walnut Grove|Walnut Grove CDP
47|77820|Walnut Grove|Walnut Grove CDP
47|77900|Walnut Hill|Walnut Hill CDP
47|77980|Walterhill|Walterhill CDP
47|79500|Westpoint|Westpoint CDP
47|80500|Whiteside|Whiteside CDP
47|80580|Whitlock|Whitlock CDP
47|80720|Wildersville|Wildersville CDP
47|80740|Wildwood|Wildwood CDP
47|80760|Wildwood Lake|Wildwood Lake CDP
47|82120|Wrigley|Wrigley CDP
47|82200|Wynnburg|Wynnburg CDP
47|82440|Yuma|Yuma CDP
